review,rating,date,bank,source,LemmatizedText
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,work correctly update
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,app get considerable improvement like language qr scanner unlimited transfer survice boa alot fastness convenient login make transaction
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,type password say successfully log go page
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,good not update not add new thing
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play,not work period z slow mobile banking use
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,activate application allow sign automatically turn phone
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,version work buy card send money
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,not actively initialization say incorrect otp get exact otp
always problematic hardly works,1,2025-03-26,BOA,Google Play,problematic hardly work
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,consider fact bank huge app bad well
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,bad app bank u ashamed scammer
great BoA,5,2025-03-22,BOA,Google Play,great boa
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,go bank time not transaction balance point mobile banking not transaction work
there is no speed,1,2025-03-19,BOA,Google Play,speed
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,want download not
all worck,5,2025-03-19,BOA,Google Play,worck
Loved it,5,2025-03-14,BOA,Google Play,love
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,edit new bug app let type otp code shameful app allow use developer option you consider actual developer expect toggle option bank restart phone message lable somthing smoothen experience like security consultant thing implement app invest actual security mess
Improved to be the best,5,2025-03-11,BOA,Google Play,improve well
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,decent problem say error transfer money infact transfer bug transfer time instead not transfer money telebirr acc self boe dev fix
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,boa greqt ethiopian bank
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,bug therethe app crash time try log especially old phone like galaxy
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,well compare cbe qualified
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,awesome app simple use important app
Wonderfull app,5,2025-03-08,BOA,Google Play,wonderfull app
i can't use this app why?,5,2025-03-07,BOA,Google Play,not use app
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,bad mobile banking app experience blaming app compare well clash take long time login load short complete trash
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,bro bad app human kind software engineer sad see enterprise big boa app like disgrace country
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,aga b girja miss language admin afaan oromo itoophiyaa language
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,download app time read customer review soon instal open app close automatically unserious bank uninstalled app immediately
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,good feature not work
Very poor proformance,1,2025-03-01,BOA,Google Play,poor proformance
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,open frustrate
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,verry amazing app ib
Not working on this days,1,2025-02-26,BOA,Google Play,working day
Thank you BoA,5,2025-02-23,BOA,Google Play,thank boa
best banking app in the wworld,5,2025-02-22,BOA,Google Play,good banking app wworld
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,nice app easy use
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,add language app settingamharic afan oromo tigniyaand bank bank transfer available time available reachableit issue
The is not functional at all?,2,2025-02-12,BOA,Google Play,functional
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,easy convienient use perfect high prefrence choice
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,Google Play,app yearsit amazing
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,update annoying
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,good app wait minute
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,not dijitalize atm apollo app phone
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,try sign app close fix
Boa,4,2025-01-18,BOA,Google Play,boa
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,app slow ehhhh not upgrade app zero
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,horrible customer service app crash horrible
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,keep ask turn developer mode dev mode not use
Like to much,5,2025-01-11,BOA,Google Play,like
Perfect,5,2025-01-09,BOA,Google Play,perfect
The best of best,5,2025-01-09,BOA,Google Play,well good
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,app long time amazing user friendly ui not find pin button app
Great 👍,5,2025-01-04,BOA,Google Play,great
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,fast suitable customer
Good app and helpful,5,2025-01-03,BOA,Google Play,good app helpful
